CLAVE,SITIO,CUENCA,CUERPO_DE_AGUA,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,TIPO,SUBTIPO,LONGITUD,LATITUD,ANIO,DBO_mg/L,DQO_mg/L,SST_mg/L,SDT_mg/L,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_SDT,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_SDT,SEMAFORO,GRUPO
DLNAY1910W1,SAN BLAS 2 (ESTERO DEL POZO 500 MTS. AGUAS ARRIBA DE LA DESEMBOCADURA DEL MAR),SAN BLAS,OCEANO PACIFICO,LERMA SANTIAGO PACIFICO,NAYARIT,SAN BLAS,COSTERO,ESTERO,-105.28954,21.53626,2016,ND,ND,39.835,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1911W1,LA TOVARA 1 (ESTERO EL CONCHAL DESEMBOCADURA MAR),SAN BLAS,ESTERO EL CONCHAL,LERMA SANTIAGO PACIFICO,NAYARIT,SAN BLAS,COSTERO (HUMEDAL),ESTERO,-105.26613,21.51698,2016,ND,ND,43.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1912,SAN BLAS 1 (ESTERO EL POZO),SAN BLAS,OCEANO PACIFICO,LERMA SANTIAGO PACIFICO,NAYARIT,SAN BLAS,COSTERO,OCEANO-MAR,-105.29132,21.54991,2016,ND,ND,21,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1913,GACHUPINES  (ESTERO GACHUPINES),SAN BLAS,ESTERO GACHUPINES,LERMA SANTIAGO PACIFICO,NAYARIT,SAN BLAS,COSTERO,ESTERO,-105.29427,21.58905,2016,ND,ND,51.285,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1914,VENA VARADERO (ESTERO VENA VARADEROS),RIO SANTIAGO 6,ESTERO VARADERO,LERMA SANTIAGO PACIFICO,NAYARIT,SAN BLAS,COSTERO,ESTERO,-105.41142,21.61736,2016,ND,ND,39.57,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1915,RIO GRANDE DE SANTIAGO 37 (BOCA DEL ASADERO),RIO SANTIAGO 6,RIO GRANDE DE SANTIAGO,LERMA SANTIAGO PACIFICO,NAYARIT,SAN BLAS,LOTICO - COSTERO,TRANSICION RIO-MAR,-105.42704,21.6401,2016,0.5,2.5,28,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,COSTERO
DLNAY1916,PUNTA CUSTODIO (PUNTA CUSTODIO PLAYA),COSTERO,OCEANO PACIFICO,LERMA SANTIAGO PACIFICO,NAYARIT,COMPOSTELA,COSTERO,OCEANO-MAR,-105.24425,21.34524,2016,ND,ND,47.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1917,LAGUNA TORTUGAS RIVIERA NAYARIT2,IXTAPA,LAGUNA,LERMA SANTIAGO PACIFICO,NAYARIT,COMPOSTELA,COSTERO,LAGUNA,-105.24134,21.3465,2016,ND,ND,11.25,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1918,COMPOSTELA 2,HUICICILA,RIO COMPOSTELA,LERMA SANTIAGO PACIFICO,NAYARIT,COMPOSTELA,LOTICO,RIO,-104.92564,21.26305,2016,4.785,11.095,10.085,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1919,LAGUNA DE SAN PEDRO LAGUNILLAS 2 ( ZONA NORTE),AHUACATLAN,LAGUNA,LERMA SANTIAGO PACIFICO,NAYARIT,SAN PEDRO LAGUNILLAS,LENTICO,LAGO,-104.73859,21.21276,2016,2.685,38.17,7.25,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1920,LAGUNA DE SAN PEDRO LAGUNILLAS 1 ( ZONA SUR),AHUACATLAN,LAGUNA,LERMA SANTIAGO PACIFICO,NAYARIT,SAN PEDRO LAGUNILLAS,LENTICO,LAGO,-104.73335,21.20614,2016,2.975,47.09,10.38,ND,Excelente,Contaminada,Excelente,ND,SI,NO,SI,ND,Rojo,LENTICO
DLNAY1921,LAGUNA DE TEPELTITIC  MALECON,RIO SANTIAGO 5,LAGUNA,LERMA SANTIAGO PACIFICO,NAYARIT,SAN PEDRO LAGUNILLAS,LENTICO,LAGO,-104.68264,21.27861,2016,6.85,236.71,125,ND,Aceptable,Fuertemente contaminada,Aceptable,ND,SI,NO,SI,ND,Rojo,LENTICO
DLNAY1922,LAGUNA DE SANTA MARIA DEL ORO 1 (RESTAURANT LA MATA),RIO SANTIAGO 5,LAGUNA,LERMA SANTIAGO PACIFICO,NAYARIT,SANTA MARIA DEL ORO,LENTICO,LAGO,-104.57044,21.36276,2016,2.655,28.61,2.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1923,COMPOSTELA 1,HUICICILA,RIO COMPOSTELA,LERMA SANTIAGO PACIFICO,NAYARIT,COMPOSTELA,LOTICO,RIO,-104.9096,21.24107,2016,0.5,11.02,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1924,LAGUNA DE SANTA MARIA DEL ORO 3 ( A LA ALTURA DEL RESTAURANT LA SELVA),RIO SANTIAGO 5,LAGUNA,LERMA SANTIAGO PACIFICO,NAYARIT,SANTA MARIA DEL ORO,LENTICO,LAGO,-104.57626,21.37075,2016,3.475,13.605,2.5,ND,Buena calidad,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1925,LAGUNA DE SANTA MARIA DEL ORO 2  A LA ALTURA DEL RESTAURANT EL DESAGUE),RIO SANTIAGO 5,LAGUNA,LERMA SANTIAGO PACIFICO,NAYARIT,SANTA MARIA DEL ORO,LENTICO,LAGO,-104.5611,21.373,2016,2.715,10.24,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1926,ARROYO TETITECO  (UZETA),AHUACATLAN,ARROYO TETITECO,LERMA SANTIAGO PACIFICO,NAYARIT,AHUACATLAN,LOTICO,ARROYO,-104.62408,21.10225,2016,0.5,15.265,23.75,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1927,GAVIOTAS (LAS PALMAS),AMECA IXTAPA B,RIO AMECA,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,LOTICO,RIO,-105.1335,20.88892,2016,4.21,36.99,143.82,ND,Buena calidad,Aceptable,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1928,RIO AMECA 8 ( RIO AMECA SAN JUAN DE ABAJO),AMECA IXTAPA B,RIO AMECA,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,LOTICO,RIO,-105.18921,20.8021,2016,0.5,2.5,15.75,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1929,RIO AMECA 6 (RIO AMECA SAN JOSE DEL VALLE,AMECA IXTAPA B,RIO AMECA,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,LOTICO,RIO,-105.22505,20.75431,2016,0.5,10.56,172,ND,Excelente,Buena calidad,Contaminada,ND,SI,SI,NO,ND,Amarillo,LOTICO
DLNAY1930,MARINA CRUZ DE HUANACAXTLE,COSTERO,OCEANO PACIFICO,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,COSTERO,MARISMA,-105.37645,20.75003,2016,ND,ND,13,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1931,PLAYA GUAYABITOS (LA ESCOLLERA),COSTERO,OCEANO PACIFICO,LERMA SANTIAGO PACIFICO,NAYARIT,COMPOSTELA,COSTERO,OCEANO-MAR,-105.25671,21.03855,2016,ND,ND,34.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1932,JARRETADERAS,AMECA IXTAPA B,RIO AMECA,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,LOTICO,RIO,-105.25951,20.69331,2016,0.5,21.98,46.25,ND,Excelente,Aceptable,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1933,DESEMBOCADURA RIO AMECA,AMECA IXTAPA B,RIO AMECA,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,LOTICO - COSTERO,OCEANO-MAR,-105.27876,20.67242,2016,ND,ND,7,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1933M1,ESTERO EL QUELELE,AMECA IXTAPA B,ESTERO EL QUELELE,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,COSTERO,ESTERO,-105.30038,20.71405,2016,ND,ND,17,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1934,PLAYA NUEVO VALLARTA 1,COSTERO,OCEANO PACIFICO,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,COSTERO,OCEANO-MAR,-105.29534,20.68766,2016,ND,ND,39.75,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1935,NUEVO VALLARTA (ESTERO EL QUELELE / NVO VALLARTA),AMECA IXTAPA B,ESTERO EL QUELELE,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,COSTERO,ESTERO,-105.29694,20.70554,2016,ND,ND,53.69,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1936,"PUNTA DE MITA SEG 38, 2 ISA10D (PLAYA EMILIANA ZAPATA)",COSTERO,OCEANO PACIFICO,LERMA SANTIAGO PACIFICO,NAYARIT,BAHIA DE BANDERAS,COSTERO,OCEANO-MAR,-105.51627,20.77007,2016,ND,ND,17.5,ND,ND,ND,Excelente,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1937,LAGUNA DE CUYUTLAN 2,RIO BEJUCO 1,LAGO CUYUTLAN,PACIFICO NORTE,NAYARIT,ROSAMORADA,LENTICO,LAGO,-105.10889,22.03653,2016,6.31,37.22,12.38,ND,Aceptable,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1938,LAGUNA DE CUYUTLAN 3,RIO BEJUCO 1,LAGO CUYUTLAN,PACIFICO NORTE,NAYARIT,ROSAMORADA,LENTICO,LAGO,-105.11051,22.03605,2016,5.4,30.87,11.965,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1939,LAGUNA DE CUYUTLAN 4,RIO BEJUCO 1,LAGO CUYUTLAN,PACIFICO NORTE,NAYARIT,ROSAMORADA,LENTICO,LAGO,-105.10872,22.03943,2016,2.735,39.5,22.665,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1940,LAGUNA DE CUYUTLAN 5,RIO BEJUCO 1,LAGO CUYUTLAN,PACIFICO NORTE,NAYARIT,ROSAMORADA,LENTICO,LAGO,-105.11143,22.04187,2016,3.185,24.725,14.72,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1941,LAGUNA DE CUYUTLAN 6,RIO BEJUCO 1,LAGO CUYUTLAN,PACIFICO NORTE,NAYARIT,ROSAMORADA,LENTICO,LAGO,-105.11107,22.04343,2016,3.485,26.045,13.095,ND,Buena calidad,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LENTICO
DLNAY1942,SAN PEDRO IXCATAN,RIO SAN PEDRO-MEZQUITAL,RIO SAN PEDRO,PACIFICO NORTE,NAYARIT,RUIZ,LOTICO,RIO,-104.93858,22.03668,2016,0.5,12.01,86.915,ND,Excelente,Buena calidad,Aceptable,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1943,PESCADERO (POBLADO),GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA EL PESCADERO,PACIFICO NORTE,NAYARIT,ROSAMORADA,COSTERO,LAGUNA,-105.32925,22.18878,2016,ND,ND,39.38,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1944,LAGUNA AGUA BRAVA 3,COSTERO,LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,COSTERO,LAGUNA,-105.54891,22.12755,2016,ND,ND,57.14,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1945,LAGUNA AGUA BRAVA 4,COSTERO,LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,COSTERO,LAGUNA,-105.554,22.12276,2016,ND,ND,144.665,ND,ND,ND,Aceptable,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1946,LAGUNA AGUA BRAVA 2,COSTERO,LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,COSTERO,LAGUNA,-105.53444,22.089744,2016,ND,ND,50,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1947,LAGUNA AGUA BRAVA 1,COSTERO,LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,COSTERO,LAGUNA,-105.53567,22.07996,2016,ND,ND,65.71,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1948,PIMIENTILLO (EMBARCADERO),GRUPO DE CORRIENTES MARISMAS NACIONALES,ESTERO LAGUNA LOS VERGELES,PACIFICO NORTE,NAYARIT,ROSAMORADA,COSTERO,LAGUNA,-105.43697,22.03658333,2016,ND,ND,37.335,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1949,LAGUNA AGUA BRAVA 5,COSTERO,LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,COSTERO,LAGUNA,-105.6152,22.2164,2016,ND,ND,32.23,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1950,CANAL DE CUAUTLA,COSTERO,ESTERO CUAUTLA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,COSTERO,ESTERO,-105.61824,22.214,2016,ND,ND,54,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1951,DESEMBOCADURA LAGUNA AGUA BRAVA,GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,LOTICO - COSTERO,LAGUNA,-105.62386,22.18441,2016,ND,ND,41.54,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1951W1,DESEMBOCADURA LAGUNA AGUA BRAVA,COSTERO,LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,COSTERO,LAGUNA,-105.63379,22.18549,2016,ND,ND,57.78,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1952,LAGUNA AGUA GRANDE 2,COSTERO,LAGUNA AGUA GRANDE,PACIFICO NORTE,NAYARIT,TECUALA,COSTERO,LAGUNA,-105.6338,22.31346,2016,ND,ND,44.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1953,LAGUNA AGUA BRAVA 6,COSTERO,SISTEMA LAGUNA AGUA BRAVA,PACIFICO NORTE,NAYARIT,TECUALA,COSTERO,ESTERO,-105.63647,22.37457,2016,ND,ND,26.25,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1954,ESTERO CUAUTLA PUERTA DEL RIO,COSTERO,BARRA DE NOVILLERO,PACIFICO NORTE,NAYARIT,TECUALA,COSTERO,ESTERO,-105.64339,22.38511,2016,ND,ND,35,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1955,LAGUNA AGUA GRANDE 4,COSTERO,LAGUNA AGUA GRANDE,PACIFICO NORTE,NAYARIT,TECUALA,COSTERO,LAGUNA,-105.6454,22.45403,2016,ND,ND,28.5,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1958,RIO ACAPONETA TECUALA,RIO ACAPONETA 2,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,TECUALA,LOTICO,RIO,-105.45418,22.38618,2016,0.5,2.5,7.75,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1959,RIO ACAPONETA 4,RIO ACAPONETA 2,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,TECUALA,LOTICO,RIO,-105.44519,22.39424,2016,0.5,2.5,5.75,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1961,RIO ACAPONETA 5,RIO ACAPONETA 2,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,TECUALA,LOTICO,RIO,-105.39705,22.40751,2016,0.5,12.725,42.25,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1962,ACAPONETA II,RIO ACAPONETA 2,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,ACAPONETA,LOTICO,RIO,-105.38134,22.4418,2016,0.5,16.26,70.5,ND,Excelente,Buena calidad,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1963,RIO ACAPONETA 7,RIO ACAPONETA 2,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,ACAPONETA,LOTICO,RIO,-105.3751,22.46345,2016,0.5,6.365,11.75,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1964,ACAPONETA (ACAPONETA),RIO ACAPONETA 1,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,ACAPONETA,LOTICO,RIO,-105.35022,22.50185,2016,0.5,12.855,9.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1965,RIO ACAPONETA 8,RIO ACAPONETA 1,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,ACAPONETA,LOTICO,RIO,-105.342,22.5264,2016,0.5,2.5,12.75,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1966,RIO ACAPONETA 9,RIO ACAPONETA 1,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,HUAJICORI,LOTICO,RIO,-105.345,22.60659,2016,2.385,2.5,5.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1967,"EMBARCADERO ""OTATITOS""",COSTERO-HUMEDAL,ESTERO TEACAPAN,PACIFICO NORTE,NAYARIT,TECUALA,COSTERO (HUMEDAL),ESTERO,-105.69175,22.46904,2016,ND,ND,27.75,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1968,A LA ALTURA DEL POBLADO DE HUAJICORI,RIO ACAPONETA 1,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,HUAJICORI,LOTICO,RIO,-105.31808,22.6312,2016,0.5,33.09,2.5,ND,Excelente,Aceptable,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1969,RIO ACAPONETA 11,RIO ACAPONETA 1,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,HUAJICORI,LOTICO,RIO,-105.32644,22.62184,2016,0.5,2.5,3.75,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1970,HUAJICORI II,RIO ACAPONETA 1,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,HUAJICORI,LOTICO,RIO,-105.31689,22.6479,2016,0.5,13.02,2.5,ND,Excelente,Buena calidad,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1971,"PESCA ""EL RINCON""",COSTERO-HUMEDAL,ESTERO CUAUTLA,PACIFICO NORTE,NAYARIT,TECUALA,COSTERO (HUMEDAL),MANGLAR,-105.63913,22.40251,2016,ND,ND,29,ND,ND,ND,Buena calidad,ND,ND,ND,SI,ND,Verde,COSTERO
DLNAY1972,RIO ACAPONETA 13,RIO ACAPONETA 1,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,HUAJICORI,LOTICO,RIO,-105.32819,22.72752,2016,0.5,2.5,2.5,ND,Excelente,Excelente,Excelente,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1973,RIO ACAPONETA MILPAS VIEJAS,RIO ACAPONETA 2,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,TECUALA,LOTICO,RIO,-105.47627,22.36691,2016,0.5,2.5,40,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
DLNAY1974,RIO ACAPONETA 1,GRUPO DE CORRIENTES MARISMAS NACIONALES,RIO ACAPONETA,PACIFICO NORTE,NAYARIT,TECUALA,LOTICO,RIO,-105.5251,22.27191,2016,0.5,9.985,29.715,ND,Excelente,Excelente,Buena calidad,ND,SI,SI,SI,ND,Verde,LOTICO
DLPUE1975,"RA-19 RIO SAN FRANCISCO, ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC",RIO ALTO ATOYAC,RIO SAN FRANCISCO,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 1,RIO,-98.215888,19.024611,2016,40,146.93,34,ND,Contaminada,Contaminada,Buena calidad,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1975M1,ARROYO ZAPATERO,RIO ALTO ATOYAC,ARROYO ZAPATERO,BALSAS,PUEBLA,SAN ANDRES CHOLULA,LOTICO,ARROYO,-98.26846,19.04648,2016,206.115,616.205,181.65,ND,Fuertemente contaminada,Fuertemente contaminada,Contaminada,ND,NO,NO,NO,ND,Rojo,LOTICO
DLPUE1976,PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,RIO ALTO ATOYAC,RIO ATOYAC,BALSAS,PUEBLA,PUEBLA,LOTICO,RIO,-98.22652,19.02583,2016,62.5,175.34,113.33,ND,Contaminada,Contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1977,DESPUES DE LA CONFLUENCIA CON EL RIO SAN FRANCISCO,RIO ALTO ATOYAC,RIO ATOYAC,BALSAS,PUEBLA,PUEBLA,LOTICO,RIO,-98.231722,19.019777,2016,73.61,304.135,146.67,ND,Contaminada,Fuertemente contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1978,ER7 RIO ALSESECA ANTES DEL COLECTOR SUBTERRANEO A PTAR ALSESECA SUR,RIO ALTO ATOYAC,RIO ALSESECA,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 2,RIO,-98.1685,19.03898,2016,371.665,1167.215,377.275,ND,Fuertemente contaminada,Fuertemente contaminada,Contaminada,ND,NO,NO,NO,ND,Rojo,LOTICO
DLPUE1979,ER6 BARRANCA SAN DIEGO LOS ALAMOS,RIO ALTO ATOYAC,BARRANCA SAN DIEGO LOS ALAMOS,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 2,RIO,-98.165111,19.041222,2016,390,956.7,176.335,ND,Fuertemente contaminada,Fuertemente contaminada,Contaminada,ND,NO,NO,NO,ND,Rojo,LOTICO
DLPUE1980,ER4 BARRANCA MANZANILLA,RIO ALTO ATOYAC,BARRANCA MANZANILLA,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 2,RIO,-98.157222,19.047916,2016,295,747.24,163.69,ND,Fuertemente contaminada,Fuertemente contaminada,Contaminada,ND,NO,NO,NO,ND,Rojo,LOTICO
DLPUE1981,ER3 BARRANCA SAN ANTONIO AGUAS ARRIBA DE BARRANCA MANZANILLA,RIO ALTO ATOYAC,BARRANCA SAN ANTONIO,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 2,RIO,-98.15771,19.04755,2016,590,2265.52,945,ND,Fuertemente contaminada,Fuertemente contaminada,Fuertemente contaminada,ND,NO,NO,NO,ND,Rojo,LOTICO
DLPUE1982,ER2 BARRANCA SAN ANTONIO AGUAS ABAJO DE COLECTOR INDUSTRIAL PUEBLA 2000,RIO ALTO ATOYAC,BARRANCA SAN ANTONIO,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 2,RIO,-98.153777,19.063722,2016,200,682.965,109.805,ND,Fuertemente contaminada,Fuertemente contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1983,"SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",RIO ALTO ATOYAC,BARRANCA SAN ANTONIO,BALSAS,PUEBLA,PUEBLA,LOTICO,DESCARGA,-98.149083,19.0715,2016,251.39,1012.76,147.78,ND,Fuertemente contaminada,Fuertemente contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1984,"SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.)
(AGUAS ARRIBA)",RIO ALTO ATOYAC,BARRANCA SAN ANTONIO,BALSAS,PUEBLA,PUEBLA,LOTICO,DESCARGA,-98.147333,19.076611,2016,300,736.9,113.44,ND,Fuertemente contaminada,Fuertemente contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1985,ER1 BARRANCA SAN ANTONIO AGUAS ARRIBA DE COLECTOR INDUSTRIAL RESURRECCION,RIO ALTO ATOYAC,BARRANCA SAN ANTONIO,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 2,RIO,-98.14442,19.08264,2016,238.335,662.76,52.78,ND,Fuertemente contaminada,Fuertemente contaminada,Buena calidad,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1987,ER5 BARRANCA MICXATLALT,RIO ALTO ATOYAC,BARRANCA MIXCXATLATL,BALSAS,PUEBLA,PUEBLA,LOTICO A - Tipo 2,RIO,-98.1615,19.04275,2016,430,874.825,485.715,ND,Fuertemente contaminada,Fuertemente contaminada,Fuertemente contaminada,ND,NO,NO,NO,ND,Rojo,LOTICO
DLPUE1988,AGUAS ABAJO DE LA DESCARGA TEXTIL ZALDO,RIO ALTO ATOYAC,RIO ATOYAC,BALSAS,PUEBLA,CUAUTLANCINGO,LOTICO A - Tipo 1,RIO,-98.22961,19.12423,2016,75,209.31,111.52,ND,Contaminada,Fuertemente contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1989,LA AUTOPISTA P1 (24),RIO ALTO ATOYAC,RIO ATOYAC,BALSAS,PUEBLA,PUEBLA,LOTICO,RIO,-98.237444,19.101083,2016,50.28,150.485,93.555,ND,Contaminada,Contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
DLPUE1991,ANTES DE LA PLANTA DE TRATAMIENTO BARRANCA DEL CONDE,RIO ALTO ATOYAC,RIO ATOYAC,BALSAS,PUEBLA,CUAUTLANCINGO,LOTICO,RIO,-98.23675,19.097194,2016,77.225,160.59,86.495,ND,Contaminada,Contaminada,Aceptable,ND,NO,NO,SI,ND,Rojo,LOTICO
